,pressure,fO2,wS_melt,wH2O_melt,wCO2_melt,XS_melt,phi_H2O,XS_fluid,XH2O_fluid,XCO2_fluid,XSO2_fluid,XH2S_fluid,phi_H2S,phi_SO2,wS_fluid,melt_fraction,vapor_fraction,crystal_fraction,DS_bulk,kd_combined_wt,kd_combined_molar,kd_RxnI,kd_RxnIa,kd_RxnII,SO2/ST,S6+/ST,water_fugacity,SO2_fugacity,H2S_fugacity,electron_balance,sulfate_m,sulfide_m,SO2_f,H2S_f,ferric,ferrous,ferric_ratio,FeOT,Fe_cr,ferric_cr,ferrous_cr,FMQ
10,235.9882627329164,-9.524928609986308,2300.0,3.67,500.0,0.003318055063405027,0.9288239206527309,0.23014610637975452,0.6585703972277661,0.10973809795116063,0.07384118872512214,0.1563049176546324,1.2930653359240423,1.4441665169615205,27.60401079417678,1.0,0.0,0.0,120.01743823555121,120.01743823555121,69.36175017649524,11.140494160911274,8.651097998215773,76.15902618032642,0.3208448315144635,0.8967249947522988,1443.5306181882245,251.65545819652326,476.96170873414076,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.773167074573923
11,235.17515455736998,-9.525807775271973,2300.0,3.67,500.0,0.003318055063405027,0.9286782188722049,0.23078760088610173,0.6585703972277661,0.10909229590024627,0.07406786346020654,0.15671973742589518,1.2900958291185776,1.441076505919851,27.680756432979354,1.0,0.0,0.0,120.3511149259972,120.3511149259972,69.55508467338838,11.156310095887635,8.666972886694664,76.37282905719866,0.320935193987135,0.8967249947522988,1438.3312064676627,251.01998153092111,475.4853106239667,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.773869599015741
12,234.36204638182357,-9.526687029158111,2300.0,3.67,500.0,0.003318055063405027,0.9285347209220911,0.2314335288023573,0.6585703972277661,0.10844203066970493,0.07429655218684851,0.1571369766155088,1.287133895512165,1.43799387407991,27.758017430843612,1.0,0.0,0.0,120.6870323080157,120.6870323080157,69.74975531745923,11.17216818340553,8.682973409849994,76.58811460985376,0.3210276081055536,0.8967249947522988,1433.1367566589802,250.38769243529543,474.0120712064646,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.77457212345756
13,233.54893820627714,-9.527566371644724,2300.0,3.67,500.0,0.003318055063405027,0.9283934326440516,0.2320839358003921,0.6585703972277661,0.10778725628098562,0.07452727892404831,0.1575566568763438,1.2841795208181208,1.4349186067750785,27.835798865877987,1.0,0.0,0.0,121.02521246033908,121.02521246033908,69.94577587335903,11.188068564766994,8.699100851739022,76.80489813202556,0.3211220917424755,0.8967249947522988,1427.9472423433383,249.75858732767392,472.54197719947393,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.775274647899378
14,232.7358300307307,-9.528445802731813,2300.0,3.67,500.0,0.003318055063405027,0.9282543587903798,0.232738868181333,0.6585703972277661,0.10712792612205713,0.07476006812445335,0.15797880005687964,1.2812326908191538,1.4318506893996168,27.91410588004075,1.0,0.0,0.0,121.36567773930761,121.36567773930761,70.1431602953851,11.204011367919923,8.715356514220414,77.02319512928757,0.3212186632539856,0.8967249947522988,1422.762635307065,249.1326629272383,471.07501509508916,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.775977172341197
15,231.9227218551843,-9.529325322419373,2300.0,3.67,500.0,0.003318055063405027,0.9281175053009922,0.23339837289340853,0.6585703972277661,0.1064639929294392,0.07499494455977561,0.15840342833363294,1.2782933913677421,1.4287901074089067,27.992943684895526,1.0,0.0,0.0,121.70845080389358,121.70845080389358,70.34192273285916,11.219996734867728,8.731741717263812,77.2430213227382,0.3213173409483248,0.8967249947522988,1417.582909048642,248.50991584633604,469.61117154530905,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.776679696783015
16,231.10961367963787,-9.53020493070741,2300.0,3.67,500.0,0.003318055063405027,0.9279828770544948,0.23406249753644284,0.6585703972277661,0.10579540878368077,0.07523193344864718,0.15883056408779567,1.2753616083864907,1.4257368463196674,28.072317558044546,1.0,0.0,0.0,122.05355460019368,122.05355460019368,70.5420775314817,11.23602479453855,8.748257799266609,77.46439265276709,0.3214181436175344,0.8967249947522988,1412.4080353239844,247.8903429945096,468.1504329802115,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.777382221224833
17,230.29650550409144,-9.53108462759592,2300.0,3.67,500.0,0.003318055063405027,0.9278504801213309,0.234731290380117,0.6585703972277661,0.10512212509097874,0.07547106034286602,0.15926023003725098,1.272437327868531,1.42269089171019,28.152232848924584,1.0,0.0,0.0,122.40101238662862,122.40101238662862,70.74363923883558,11.252095689994293,8.764906117376963,77.68732528289726,0.3215210900116912,0.8967249947522988,1407.2379875921288,247.2739411768731,466.69278598739913,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.778084745666652
18,229.48339732854504,-9.531964413084903,2300.0,3.67,500.0,0.003318055063405027,0.9277203191625214,0.235404800367853,0.6585703972277661,0.10444409257926124,0.07571235127550797,0.159692449092345,1.2695205358779045,1.4196522292205855,28.232694974487735,1.0,0.0,0.0,122.75084771516407,122.75084771516407,70.9466226055567,11.268209546934843,8.781688047823646,77.91183560370993,0.3216261994538634,0.8967249947522988,1402.07273705201,246.66070755862557,465.23821687326597,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.77878727010847
19,228.6702891529986,-9.532844287174363,2300.0,3.67,500.0,0.003318055063405027,0.9275924001402485,0.2360830771369684,0.6585703972277661,0.10376126127790442,0.07595583262208772,0.1601272445148807,1.2666112185499712,1.416620844553029,28.31370942604452,1.0,0.0,0.0,123.10308446106313,123.10308446106313,71.1510425914081,11.284366506523908,8.798604986253268,78.13794023685266,0.32173349120665856,0.8967249947522988,1396.9122567622167,246.0506391838378,463.7867121174502,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.779489794550289
